"Deployment ID","deployment","Site Number","OG Alternate","Quadrant","Organization","Year","Location","Public Latitude","Public Longitude","Start date","Start time","End date","End time","Camera Make and Model","Unit ID","Lure","Attractant_water","Attractant_linear features","Attractant_open areas"
"ABMI-W1463-CCL-2018-02-26","ABMI-W1463-CCL",1463,,"CCL","ABMI",2018,"Jenner",50.81,-110.74,2018-2-26 0:00:00,1899-12-30 10:42:57,2018-6-21 0:00:00,1899-12-30 10:25:07,"RECONYX_PC900",162,"No","Marsh","Game Trail","Agriculture Field"
"ABMI-1463-NE-2018-02-26","ABMI-1463-NE",1463,,"NE","ABMI",2018,"Jenner",50.81,-110.74,2018-2-26 0:00:00,1899-12-30 11:43:03,2018-7-19 0:00:00,1899-12-30 14:08:34,"RECONYX_PC900",523,"Yes","None","None","Pasture"
"ABMI-1463-SW-2018-02-26","ABMI-1463-SW",1463,,"SW","ABMI",2018,"Jenner",50.81,-110.74,2018-2-26 0:00:00,1899-12-30 12:41:39,2018-7-19 0:00:00,1899-12-30 13:17:37,"RECONYX_PC900",5,"No","None","None","Pasture"
"ABMI-W1464-CL-2018-02-25","ABMI-W1464-CL",1464,,"CL","ABMI",2018,"Empress",50.75,-110.39,2018-2-25 0:00:00,1899-12-30 11:40:57,2018-6-13 0:00:00,1899-12-30 8:53:47,"RECONYX_PC900",247,"No","Wet Margin Lake","Truck/Quad Trail","Pasture"
"ABMI-1464-NE-2018-02-25","ABMI-1464-NE",1464,,"NE","ABMI",2018,"Empress",50.75,-110.39,2018-2-25 0:00:00,1899-12-30 15:41:14,2018-7-20 0:00:00,1899-12-30 14:28:12,"RECONYX_PC900",1008,"Yes","None","None","Pasture"
"ABMI-1198-SE-2017-11-04","ABMI-1198-SE",1198,,"SE","ABMI",2018,"Brûlé",53.21,-118.35,2017-11-4 0:00:00,1899-12-30 10:24:01,2018-7-18 0:00:00,1899-12-30 15:18:12,"RECONYX_PC900",91,"No","Stream","None","None"
"ABMI-1198-SW-VNA","ABMI-1198-SW",1198,,"SW","ABMI",2018,"Brûlé",53.21,-118.35,,,,,"RECONYX_PC900",,"VNA","VNA","VNA","VNA"
"ABMI-1199-NE-2017-10-18","ABMI-1199-NE",1199,,"NE","ABMI",2018,"Brûlé",53.21,-117.99,2017-10-18 0:00:00,1899-12-30 11:11:33,2018-7-22 0:00:00,1899-12-30 12:06:17,"RECONYX_PC900",643,"Yes","None","Game Trail","None"
"ABMI-1199-NW-2017-10-18","ABMI-1199-NW",1199,,"NW","ABMI",2018,"Brûlé",53.21,-117.99,2017-10-18 0:00:00,1899-12-30 10:56:38,2018-7-22 0:00:00,1899-12-30 9:01:15,"RECONYX_PC900",759,"No","None","None","None"
"ABMI-1199-SE-2017-10-18","ABMI-1199-SE",1199,,"SE","ABMI",2018,"Brûlé",53.21,-117.99,2017-10-18 0:00:00,1899-12-30 12:07:00,2018-7-22 0:00:00,1899-12-30 13:29:29,"RECONYX_PC900",331,"No","None","None","None"
"ABMI-1199-SW-2017-10-18","ABMI-1199-SW",1199,,"SW","ABMI",2018,"Brûlé",53.21,-117.99,2017-10-18 0:00:00,1899-12-30 11:55:45,2018-7-22 0:00:00,1899-12-30 10:14:54,"RECONYX_PC900",644,"Yes","None","Game Trail","None"
"ABMI-1200-NE-2018-03-09","ABMI-1200-NE",1200,,"NE","ABMI",2018,"Brûlé",53.16,-117.71,2018-3-9 0:00:00,1899-12-30 11:29:34,2018-7-19 0:00:00,1899-12-30 10:54:38,"RECONYX_PC900",438,"Yes","None","None","None"
"ABMI-1200-NW-2018-03-09","ABMI-1200-NW",1200,,"NW","ABMI",2018,"Brûlé",53.16,-117.71,2018-3-9 0:00:00,1899-12-30 16:51:28,2018-7-19 0:00:00,1899-12-30 11:14:12,"RECONYX_PC900",873,"No","None","Game Trail","None"
"ABMI-1200-SE-2018-03-09","ABMI-1200-SE",1200,,"SE","ABMI",2018,"Brûlé",53.16,-117.71,2018-3-9 0:00:00,1899-12-30 13:48:09,2018-7-19 0:00:00,1899-12-30 8:53:55,"RECONYX_PC900",429,"No","None","None","None"
"ABMI-1200-SW-2018-03-10","ABMI-1200-SW",1200,,"SW","ABMI",2018,"Brûlé",53.16,-117.71,2018-3-10 0:00:00,1899-12-30 11:28:33,2018-7-19 0:00:00,1899-12-30 9:11:49,"RECONYX_PC900",165,"Yes","None","Game Trail","None"
"ABMI-1213-NE-2018-02-04","ABMI-1213-NE",1213,,"NE","ABMI",2018,"Ma-Me-O Beach",52.82,-113.92,2018-2-4 0:00:00,1899-12-30 16:10:11,2018-7-6 0:00:00,1899-12-30 15:01:41,"RECONYX_PC900",443,"Yes","None","None","Agriculture Field"
"ABMI-1213-NW-2018-02-04","ABMI-1213-NW",1213,,"NW","ABMI",2018,"Ma-Me-O Beach",52.82,-113.92,2018-2-4 0:00:00,1899-12-30 17:06:27,2018-5-11 0:00:00,1899-12-30 9:42:24,"RECONYX_PC900",963,"No","None","None","Agriculture Field"
"ABMI-1213-SE-2018-02-04","ABMI-1213-SE",1213,,"SE","ABMI",2018,"Ma-Me-O Beach",52.82,-113.92,2018-2-4 0:00:00,1899-12-30 15:05:05,2018-7-6 0:00:00,1899-12-30 20:12:45,"RECONYX_PC900",280,"No","None","None","Agriculture Field"
"ABMI-1213-SW-2018-02-04","ABMI-1213-SW",1213,,"SW","ABMI",2018,"Ma-Me-O Beach",52.82,-113.92,2018-2-4 0:00:00,1899-12-30 14:07:33,2018-7-6 0:00:00,1899-12-30 16:04:44,"RECONYX_PC900",295,"Yes","None","None","Agriculture Field"
"ABMI-1214-NE-2018-02-05","ABMI-1214-NE",1214,,"NE","ABMI",2018,"Hobbema",52.79,-113.64,2018-2-5 0:00:00,1899-12-30 13:56:14,2018-7-7 0:00:00,1899-12-30 15:23:21,"RECONYX_PC900",191,"Yes","None","None","Pasture"
"ABMI-1464-SW-2018-02-25","ABMI-1464-SW",1464,,"SW","ABMI",2018,"Empress",50.75,-110.39,2018-2-25 0:00:00,1899-12-30 14:41:23,2018-7-20 0:00:00,1899-12-30 13:37:58,"RECONYX_PC900",321,"No","None","None","Pasture"
"ABMI-1468-NE-2017-10-26","ABMI-1468-NE",1468,,"NE","ABMI",2018,"Canmore",51.16,-115.25,2017-10-26 0:00:00,1899-12-30 11:00:00,2018-7-22 0:00:00,1899-12-30 11:58:00,"RECONYX_PC900",25,"Yes","None","None","None"
"ABMI-1468-NW-2017-10-26","ABMI-1468-NW",1468,,"NW","ABMI",2018,"Canmore",51.16,-115.25,2017-10-26 0:00:00,1899-12-30 10:58:00,2018-7-22 0:00:00,1899-12-30 8:35:53,"RECONYX_PC900",482,"No","None","None","None"
"ABMI-1468-SE-2017-10-26","ABMI-1468-SE",1468,,"SE","ABMI",2018,"Canmore",51.16,-115.25,2017-10-26 0:00:00,1899-12-30 9:45:18,2018-7-22 0:00:00,1899-12-30 11:02:45,"RECONYX_PC900",673,"No","None","None","Other Natural Funnel"
"ABMI-1468-SW-2017-10-26","ABMI-1468-SW",1468,,"SW","ABMI",2018,"Canmore",51.16,-115.25,2017-10-26 0:00:00,1899-12-30 9:52:53,2017-11-25 0:00:00,1899-12-30 15:00:00,"RECONYX_PC900",717,"Yes","None","None","None"
"ABMI-1469-NE-2018-03-08","ABMI-1469-NE",1469,,"NE","ABMI",2018,"Morley",51.12,-114.92,2018-3-8 0:00:00,1899-12-30 12:03:32,2018-3-24 0:00:00,1899-12-30 21:26:55,"RECONYX_PC900",695,"Yes","None","Paved Road","None"
"ABMI-1469-NW-2018-03-08","ABMI-1469-NW",1469,,"NW","ABMI",2018,"Morley",51.12,-114.92,2018-3-8 0:00:00,1899-12-30 12:44:59,2018-5-13 0:00:00,1899-12-30 21:06:27,"RECONYX_PC900",19,"No","None","None","Other Natural Funnel"
"ABMI-1469-SE-2018-03-08","ABMI-1469-SE",1469,,"SE","ABMI",2018,"Morley",51.12,-114.92,2018-3-8 0:00:00,1899-12-30 11:17:15,2018-7-9 0:00:00,1899-12-30 13:31:34,"RECONYX_PC900",422,"No","None","None","None"
"ABMI-1469-SW-VNA","ABMI-1469-SW",1469,,"SW","ABMI",2018,"Morley",51.12,-114.92,,,,,"RECONYX_PC900",535,"Yes","None","Game Trail","None"
"ABMI-W1474-CCL-2018-03-28","ABMI-W1474-CCL",1474,,"CCL","ABMI",2018,"Langdon",50.97,-113.56,2018-3-28 0:00:00,1899-12-30 16:42:12,2018-7-8 0:00:00,1899-12-30 12:52:39,"RECONYX_PC900",272,"No","Lake","None","Pasture"
"ABMI-1474-NE-2018-03-28","ABMI-1474-NE",1474,,"NE","ABMI",2018,"Langdon",50.97,-113.56,2018-3-28 0:00:00,1899-12-30 14:36:25,2018-6-23 0:00:00,1899-12-30 10:08:18,"RECONYX_PC900",458,"Yes","None","Fence","Agriculture Field"
"ABMI-1474-SW-2018-03-28","ABMI-1474-SW",1474,,"SW","ABMI",2018,"Langdon",50.97,-113.56,2018-3-28 0:00:00,1899-12-30 15:30:30,2018-6-23 0:00:00,1899-12-30 9:00:00,"RECONYX_PC900",1032,"No","None","Fence","Agriculture Field"
"ABMI-1475-NE-2018-03-28","ABMI-1475-NE",1475,,"NE","ABMI",2018,"Strathmore",50.96,-113.31,2018-3-28 0:00:00,1899-12-30 12:27:16,2018-6-24 0:00:00,1899-12-30 9:01:30,"RECONYX_PC900",336,"Yes","None","Fence","Pasture"
"ABMI-1475-SW-2018-03-28","ABMI-1475-SW",1475,,"SW","ABMI",2018,"Strathmore",50.96,-113.31,2018-3-28 0:00:00,1899-12-30 11:04:53,2018-6-24 0:00:00,1899-12-30 10:35:18,"RECONYX_PC900",993,"No","None","Fence","Pasture"
"ABMI-W1497-CL-2018-02-18","ABMI-W1497-CL",1497,,"CL","ABMI",2018,"Milo",50.71,-112.74,2018-2-18 0:00:00,1899-12-30 11:28:37,2018-6-24 0:00:00,1899-12-30 14:05:27,"RECONYX_PC900",702,"No","Wet Margin Wetland","None","None"
"ABMI-1497-NE-2018-02-15","ABMI-1497-NE",1497,,"NE","ABMI",2018,"Milo",50.71,-112.74,2018-2-15 0:00:00,1899-12-30 14:47:08,2018-7-23 0:00:00,1899-12-30 12:29:22,"RECONYX_PC900",480,"Yes","Swamp","None","Other Natural Funnel"
"ABMI-1497-SW-2018-02-15","ABMI-1497-SW",1497,,"SW","ABMI",2018,"Milo",50.71,-112.74,2018-2-15 0:00:00,1899-12-30 13:40:10,2018-7-23 0:00:00,1899-12-30 11:36:36,"RECONYX_PC900",920,"No","None","Fence","Agriculture Field"
"ABMI-W1498-CCL-2018-02-19","ABMI-W1498-CCL",1498,,"CCL","ABMI",2018,"Bassano",50.69,-112.45,2018-2-19 0:00:00,1899-12-30 13:35:58,2018-6-24 0:00:00,1899-12-30 9:33:50,"RECONYX_PC900",114,"No","Wet Margin Wetland","Game Trail","Pasture"
"ABMI-1498-NE-2018-01-14","ABMI-1498-NE",1498,,"NE","ABMI",2018,"Bassano",50.69,-112.45,2018-1-14 0:00:00,1899-12-30 13:32:38,2018-7-21 0:00:00,1899-12-30 11:04:52,"RECONYX_PC900",902,"Yes","None","Fence","Agriculture Field"
"ABMI-1498-SW-2018-01-14","ABMI-1498-SW",1498,,"SW","ABMI",2018,"Bassano",50.69,-112.45,2018-1-14 0:00:00,1899-12-30 12:09:24,2018-7-21 0:00:00,1899-12-30 9:13:50,"RECONYX_PC900",405,"No","None","None","Pasture"
"ABMI-W1499-CCL-2018-02-19","ABMI-W1499-CCL",1499,,"CCL","ABMI",2018,"Rosemary",50.66,-112.20,2018-2-19 0:00:00,1899-12-30 11:43:17,2018-6-13 0:00:00,1899-12-30 14:33:32,"RECONYX_PC900",75,"No","Swamp","None","None"
"ABMI-1499-NE-2018-01-26","ABMI-1499-NE",1499,,"NE","ABMI",2018,"Rosemary",50.66,-112.20,2018-1-26 0:00:00,1899-12-30 17:23:44,2018-7-21 0:00:00,1899-12-30 13:54:36,"RECONYX_PC900",253,"Yes","None","None","Agriculture Field"
"ABMI-1499-SW-2018-01-26","ABMI-1499-SW",1499,,"SW","ABMI",2018,"Rosemary",50.66,-112.20,2018-1-26 0:00:00,1899-12-30 16:19:57,2018-7-21 0:00:00,1899-12-30 12:53:33,"RECONYX_PC900",959,"No","None","None","Agriculture Field"
"ABMI-W1516-CCL-2018-02-18","ABMI-W1516-CCL",1516,,"CCL","ABMI",2018,"Milo",50.54,-112.88,2018-2-18 0:00:00,1899-12-30 13:16:08,2018-6-25 0:00:00,1899-12-30 14:25:42,"RECONYX_PC900",305,"No","Wet Margin Wetland","None","Pasture"
"ABMI-1516-NE-2018-01-20","ABMI-1516-NE",1516,,"NE","ABMI",2018,"Milo",50.54,-112.88,2018-1-20 0:00:00,1899-12-30 12:00:52,2018-7-22 0:00:00,1899-12-30 10:34:59,"RECONYX_PC900",221,"Yes","None","None","Agriculture Field"
"ABMI-1516-SW-2018-01-20","ABMI-1516-SW",1516,,"SW","ABMI",2018,"Milo",50.54,-112.88,2018-1-20 0:00:00,1899-12-30 13:19:53,2018-7-22 0:00:00,1899-12-30 9:36:43,"RECONYX_PC900",749,"No","None","Fence","Agriculture Field"
"ABMI-W1517-CL-2018-02-18","ABMI-W1517-CL",1517,,"CL","ABMI",2018,"Lomond",50.51,-112.54,2018-2-18 0:00:00,1899-12-30 15:16:15,2018-6-22 0:00:00,1899-12-30 9:12:39,"RECONYX_PC900",693,"No","Water","None","Pasture"
"ABMI-1517-NE-2018-01-26","ABMI-1517-NE",1517,,"NE","ABMI",2018,"Lomond",50.51,-112.54,2018-1-26 0:00:00,1899-12-30 12:44:52,2018-7-20 0:00:00,1899-12-30 13:18:02,"RECONYX_PC900",203,"Yes","Marsh","None","Other Natural Funnel"
"ABMI-1517-SW-2018-01-26","ABMI-1517-SW",1517,,"SW","ABMI",2018,"Lomond",50.51,-112.54,2018-1-26 0:00:00,1899-12-30 11:47:04,2018-7-20 0:00:00,1899-12-30 11:57:55,"RECONYX_PC900",1040,"No","None","None","Pasture"
"ABMI-W1535-CCL-2018-02-17","ABMI-W1535-CCL",1535,,"CCL","ABMI",2018,"Lomond",50.36,-112.81,2018-2-17 0:00:00,1899-12-30 14:57:26,2018-5-30 0:00:00,1899-12-30 17:00:00,"RECONYX_PC900",414,"No","Water","None","None"
"ABMI-1535-NE-2018-01-20","ABMI-1535-NE",1535,,"NE","ABMI",2018,"Lomond",50.36,-112.81,2018-1-20 0:00:00,1899-12-30 15:23:25,2018-7-20 0:00:00,1899-12-30 9:55:50,"RECONYX_PC900",417,"Yes","None","Fence","Agriculture Field"
"ABMI-1535-SW-2018-01-20","ABMI-1535-SW",1535,,"SW","ABMI",2018,"Lomond",50.36,-112.81,2018-1-20 0:00:00,1899-12-30 16:16:59,2018-7-20 0:00:00,1899-12-30 9:09:29,"RECONYX_PC900",783,"No","None","Fence","Agriculture Field"
"ABMI-W1536-CCL-2018-02-17","ABMI-W1536-CCL",1536,,"CCL","ABMI",2018,"Lomond",50.34,-112.58,2018-2-17 0:00:00,1899-12-30 13:42:44,2018-6-24 0:00:00,1899-12-30 10:51:38,"RECONYX_PC900",418,"No","Water","None","Agriculture Field"
"ABMI-1536-NE-2018-02-15","ABMI-1536-NE",1536,,"NE","ABMI",2018,"Lomond",50.34,-112.58,2018-2-15 0:00:00,1899-12-30 17:46:11,2018-7-19 0:00:00,1899-12-30 13:16:22,"RECONYX_PC900",102,"Yes","None","Fence","Agriculture Field"
"ABMI-1536-SW-2018-02-15","ABMI-1536-SW",1536,,"SW","ABMI",2018,"Lomond",50.34,-112.58,2018-2-15 0:00:00,1899-12-30 18:52:29,2018-7-19 0:00:00,1899-12-30 12:16:28,"RECONYX_PC900",742,"No","None","Truck/Quad Trail","Agriculture Field"
"ABMI-W1537-CCL-2018-02-18","ABMI-W1537-CCL",1537,,"CCL","ABMI",2018,"Enchant",50.28,-112.35,2018-2-18 0:00:00,1899-12-30 18:22:30,2018-6-23 0:00:00,1899-12-30 10:36:20,"RECONYX_PC900",67,"No","Marsh","None","Pasture"
"ABMI-1537-NE-2018-01-17","ABMI-1537-NE",1537,,"NE","ABMI",2018,"Enchant",50.28,-112.35,2018-1-17 0:00:00,1899-12-30 17:27:25,2018-7-19 0:00:00,1899-12-30 10:37:25,"RECONYX_PC900",274,"Yes","None","None","Pasture"
"ABMI-1537-SW-2018-01-17","ABMI-1537-SW",1537,,"SW","ABMI",2018,"Enchant",50.28,-112.35,2018-1-17 0:00:00,1899-12-30 18:30:47,2018-7-19 0:00:00,1899-12-30 9:29:07,"RECONYX_PC900",832,"No","Wet Margin River/Stream","None","Pasture"
"ABMI-1547-NE-VNA","ABMI-1547-NE",1547,,"NE","ABMI",2018,"Longview",50.39,-114.59,,,,,"RECONYX_PC900",,"VNA","VNA","VNA","VNA"
"ABMI-1547-NW-2018-03-04","ABMI-1547-NW",1547,,"NW","ABMI",2018,"Longview",50.39,-114.59,2018-3-4 0:00:00,1899-12-30 13:32:11,2018-7-19 0:00:00,1899-12-30 9:26:33,"RECONYX_PC900",1018,"No","None","None","None"
"ABMI-1547-SE-VNA","ABMI-1547-SE",1547,,"SE","ABMI",2018,"Longview",50.39,-114.59,,,,,"RECONYX_PC900",,"VNA","VNA","VNA","VNA"
"ABMI-1547-SW-2018-03-04","ABMI-1547-SW",1547,,"SW","ABMI",2018,"Longview",50.39,-114.59,2018-3-4 0:00:00,1899-12-30 11:51:20,2018-7-19 0:00:00,1899-12-30 8:03:42,"RECONYX_PC900",121,"Yes","None","None","None"
"ABMI-W1562-CL-2018-02-22","ABMI-W1562-CL",1562,,"CL","ABMI",2018,"Dunmore",49.88,-110.43,2018-2-22 0:00:00,1899-12-30 17:27:51,2018-6-18 0:00:00,1899-12-30 9:41:21,"RECONYX_PC900",645,"No","Marsh","Game Trail","None"
"ABMI-1562-NE-2018-02-21","ABMI-1562-NE",1562,,"NE","ABMI",2018,"Dunmore",49.88,-110.43,2018-2-21 0:00:00,1899-12-30 17:06:36,2018-6-21 0:00:00,1899-12-30 14:20:24,"RECONYX_PC900",651,"Yes","None","Fence","Agriculture Field"
"ABMI-1562-SW-2018-02-21","ABMI-1562-SW",1562,,"SW","ABMI",2018,"Dunmore",49.88,-110.43,2018-2-21 0:00:00,1899-12-30 16:08:57,2018-6-21 0:00:00,1899-12-30 14:53:03,"RECONYX_PC900",1036,"No","None","None","Agriculture Field"
"ABMI-1564-NE-2017-10-28","ABMI-1564-NE",1564,,"NE","ABMI",2018,"Longview",50.20,-114.64,2017-10-28 0:00:00,1899-12-30 13:15:46,2018-7-20 0:00:00,1899-12-30 13:17:06,"RECONYX_PC900",741,"Yes","Stream","None","None"
"ABMI-1564-NW-2017-10-28","ABMI-1564-NW",1564,,"NW","ABMI",2018,"Longview",50.20,-114.64,2017-10-28 0:00:00,1899-12-30 12:59:19,2018-7-20 0:00:00,1899-12-30 9:44:31,"RECONYX_PC900",301,"No","None","None","None"
"ABMI-1564-SE-2017-10-28","ABMI-1564-SE",1564,,"SE","ABMI",2018,"Longview",50.20,-114.64,2017-10-28 0:00:00,1899-12-30 13:53:18,2018-7-20 0:00:00,1899-12-30 11:47:44,"RECONYX_PC900",129,"No","Stream","None","None"
"ABMI-1564-SW-2017-10-28","ABMI-1564-SW",1564,,"SW","ABMI",2018,"Longview",50.20,-114.64,2017-10-28 0:00:00,1899-12-30 13:34:03,2018-7-20 0:00:00,1899-12-30 10:54:42,"RECONYX_PC900",339,"Yes","Stream","None","Other Natural Funnel"
"ABMI-1565-NE-2018-03-06","ABMI-1565-NE",1565,,"NE","ABMI",2018,"Longview",50.15,-114.34,2018-3-6 0:00:00,1899-12-30 13:28:06,2018-7-21 0:00:00,1899-12-30 13:56:47,"RECONYX_PC900",187,"Yes","Stream","Game Trail","None"
"ABMI-1565-NW-2018-03-06","ABMI-1565-NW",1565,,"NW","ABMI",2018,"Longview",50.15,-114.34,2018-3-6 0:00:00,1899-12-30 12:18:25,2018-7-21 0:00:00,1899-12-30 10:01:29,"RECONYX_PC900",30,"No","None","None","None"
"ABMI-1565-SE-2018-03-06","ABMI-1565-SE",1565,,"SE","ABMI",2018,"Longview",50.15,-114.34,2018-3-6 0:00:00,1899-12-30 9:57:22,2018-7-21 0:00:00,1899-12-30 12:25:55,"RECONYX_PC900",193,"No","None","None","None"
"ABMI-1565-SW-2018-03-06","ABMI-1565-SW",1565,,"SW","ABMI",2018,"Longview",50.15,-114.34,2018-3-6 0:00:00,1899-12-30 11:12:53,2018-7-21 0:00:00,1899-12-30 11:11:45,"RECONYX_PC900",86,"Yes","None","None","None"
"ABMI-1566-NE-2018-03-07","ABMI-1566-NE",1566,,"NE","ABMI",2018,"Stavely",50.12,-114.05,2018-3-7 0:00:00,1899-12-30 12:16:58,2018-7-3 0:00:00,1899-12-30 13:44:10,"RECONYX_PC900",412,"Yes","None","Game Trail","Pasture"
"ABMI-1566-NW-2018-03-07","ABMI-1566-NW",1566,,"NW","ABMI",2018,"Stavely",50.12,-114.05,2018-3-7 0:00:00,1899-12-30 11:28:35,2018-7-3 0:00:00,1899-12-30 14:33:30,"RECONYX_PC900",942,"No","None","Game Trail","Pasture"
"ABMI-1566-SE-2018-03-07","ABMI-1566-SE",1566,,"SE","ABMI",2018,"Stavely",50.12,-114.05,2018-3-7 0:00:00,1899-12-30 17:12:16,2018-7-3 0:00:00,1899-12-30 11:18:12,"RECONYX_PC900",230,"No","None","None","Pasture"
"ABMI-1566-SW-2018-03-07","ABMI-1566-SW",1566,,"SW","ABMI",2018,"Stavely",50.12,-114.05,2018-3-7 0:00:00,1899-12-30 15:38:27,2018-7-3 0:00:00,1899-12-30 12:10:09,"RECONYX_PC900",672,"Yes","Wet Margin River/Stream","None","None"
"ABMI-W1579-CL-2018-02-24","ABMI-W1579-CL",1579,,"CL","ABMI",2018,"Manyberries",49.67,-110.57,2018-2-24 0:00:00,1899-12-30 12:16:17,2018-6-19 0:00:00,1899-12-30 10:02:15,"RECONYX_PC900",687,"No","None","Game Trail","Pasture"
"ABMI-1579-NE-2017-03-16","ABMI-1579-NE",1579,,"NE","ABMI",2018,"Manyberries",49.67,-110.57,2017-3-16 0:00:00,1899-12-30 9:37:58,2017-7-20 0:00:00,1899-12-30 16:54:20,"RECONYX_PC900",577,"Yes","None","None","Pasture"
"ABMI-1579-SW-2017-03-16","ABMI-1579-SW",1579,,"SW","ABMI",2018,"Manyberries",49.67,-110.57,2017-3-16 0:00:00,1899-12-30 13:19:56,2017-7-20 0:00:00,1899-12-30 15:17:14,"RECONYX_PC900",578,"No","None","None","Pasture"
"ABMI-W1580-CL-2018-02-21","ABMI-W1580-CL",1580,,"CL","ABMI",2018,"Walsh",49.63,-110.29,2018-2-21 0:00:00,1899-12-30 14:47:43,2018-6-11 0:00:00,1899-12-30 6:40:47,"RECONYX_PC900",224,"No","None","Game Trail","Pasture"
"ABMI-1580-NE-2018-02-21","ABMI-1580-NE",1580,,"NE","ABMI",2018,"Walsh",49.63,-110.29,2018-2-21 0:00:00,1899-12-30 12:09:53,2018-6-20 0:00:00,1899-12-30 10:54:37,"RECONYX_PC900",1011,"Yes","None","None","None"
"ABMI-1580-SW-2018-02-21","ABMI-1580-SW",1580,,"SW","ABMI",2018,"Walsh",49.63,-110.29,2018-2-21 0:00:00,1899-12-30 10:50:20,2018-6-20 0:00:00,1899-12-30 11:43:29,"RECONYX_PC900",45,"No","None","None","Pasture"
"ABMI-1581-NE-2017-10-28","ABMI-1581-NE",1581,,"NE","ABMI",2018,"Coleman",50.00,-114.65,2017-10-28 0:00:00,1899-12-30 10:43:19,2018-7-21 0:00:00,1899-12-30 11:18:56,"RECONYX_PC900",303,"Yes","None","None","None"
"ABMI-1581-NW-2017-10-28","ABMI-1581-NW",1581,,"NW","ABMI",2018,"Coleman",50.00,-114.65,2017-10-28 0:00:00,1899-12-30 10:36:48,2018-7-21 0:00:00,1899-12-30 10:20:54,"RECONYX_PC900",995,"No","None","None","None"
"ABMI-1581-SE-2017-10-28","ABMI-1581-SE",1581,,"SE","ABMI",2018,"Coleman",50.00,-114.65,2017-10-28 0:00:00,1899-12-30 10:00:36,2018-7-21 0:00:00,1899-12-30 12:08:38,"RECONYX_PC900",146,"No","None","Game Trail","None"
"ABMI-1581-SW-2017-10-28","ABMI-1581-SW",1581,,"SW","ABMI",2018,"Coleman",50.00,-114.65,2017-10-28 0:00:00,1899-12-30 9:47:41,2018-7-21 0:00:00,1899-12-30 13:05:16,"RECONYX_PC900",111,"Yes","None","None","None"
"ABMI-1596-NE-2018-02-23","ABMI-1596-NE",1596,,"NE","ABMI",2018,"Manyberries",49.52,-110.57,2018-2-23 0:00:00,1899-12-30 14:36:13,2018-6-18 0:00:00,1899-12-30 15:15:32,"RECONYX_PC900",217,"Yes","None","Fence","Pasture"
"ABMI-1596-NW-2018-02-23","ABMI-1596-NW",1596,,"NW","ABMI",2018,"Manyberries",49.52,-110.57,2018-2-23 0:00:00,1899-12-30 14:07:22,2018-6-18 0:00:00,1899-12-30 16:02:10,"RECONYX_PC900",1031,"No","None","Fence","Pasture"
"ABMI-1596-SE-2018-02-23","ABMI-1596-SE",1596,,"SE","ABMI",2018,"Manyberries",49.52,-110.57,2018-2-23 0:00:00,1899-12-30 15:16:11,2018-6-18 0:00:00,1899-12-30 14:24:52,"RECONYX_PC900",285,"No","None","Fence","Pasture"
"ABMI-1596-SW-2018-02-23","ABMI-1596-SW",1596,,"SW","ABMI",2018,"Manyberries",49.52,-110.57,2018-2-23 0:00:00,1899-12-30 13:27:06,2018-6-18 0:00:00,1899-12-30 16:26:25,"RECONYX_PC900",133,"Yes","None","Fence","Pasture"
"ABMI-W1597-CCL-2018-02-23","ABMI-W1597-CCL",1597,,"CCL","ABMI",2018,"Manyberries",49.46,-110.29,2018-2-23 0:00:00,1899-12-30 11:16:38,2018-6-20 0:00:00,1899-12-30 11:18:43,"RECONYX_PC900",208,"No","Lake","None","Pasture"
"ABMI-1597-NE-2017-02-19","ABMI-1597-NE",1597,,"NE","ABMI",2018,"Manyberries",49.46,-110.29,2017-2-19 0:00:00,1899-12-30 13:54:32,2017-7-6 0:00:00,1899-12-30 3:00:00,"RECONYX_PC900",342,"Yes","None","Game Trail","Pasture"
"ABMI-1597-SW-2017-02-19","ABMI-1597-SW",1597,,"SW","ABMI",2018,"Manyberries",49.46,-110.29,2017-2-19 0:00:00,1899-12-30 12:03:13,2017-7-20 0:00:00,1899-12-30 14:17:07,"RECONYX_PC900",731,"No","None","None","Pasture"
"ABMI-1598-NE-2018-02-25","ABMI-1598-NE",1598,,"NE","ABMI",2018,"Manyberries",49.44,-110.09,2018-2-25 0:00:00,1899-12-30 15:22:18,2018-6-19 0:00:00,1899-12-30 13:47:09,"RECONYX_PC900",27,"Yes","None","None","Pasture"
"ABMI-1598-NW-2018-02-25","ABMI-1598-NW",1598,,"NW","ABMI",2018,"Manyberries",49.44,-110.09,2018-2-25 0:00:00,1899-12-30 12:48:17,2018-6-19 0:00:00,1899-12-30 14:43:06,"RECONYX_PC900",545,"No","None","Truck/Quad Trail","Pasture"
"ABMI-1598-SE-2018-02-25","ABMI-1598-SE",1598,,"SE","ABMI",2018,"Manyberries",49.44,-110.09,2018-2-25 0:00:00,1899-12-30 14:30:02,2018-6-19 0:00:00,1899-12-30 12:49:13,"RECONYX_PC900",153,"No","None","DNC","Pasture"
"ABMI-1598-SW-2018-02-25","ABMI-1598-SW",1598,,"SW","ABMI",2018,"Manyberries",49.44,-110.09,2018-2-25 0:00:00,1899-12-30 13:36:16,2018-6-18 0:00:00,1899-12-30 6:19:34,"RECONYX_PC900",361,"Yes","Stream","None","Pasture"
